timer,lineLeft,lineCenter,lineRight,LeftFrontCurrent,LeftFrontVoltage,LeftFrontValue,LeftFrontPosition,LeftFrontVelocity,LeftFrontFaults,LeftRearCurrent,LeftRearVoltage,LeftRearValue,LeftRearPosition,LeftRearVelocity,LeftRearFaults,RightFrontCurrent,RightFrontVoltage,RightFrontValue,RightFrontPosition,RightFrontVelocity,RightFrontFaults,RightRearCurrent,RightRearVoltage,RightRearValue,RightRearPosition,RightRearVelocity,RightRearFaults,LiftCurrent,LiftVoltage,LiftValue,LiftPosition,LiftVelocity,LiftFaults,WristCurrent,WristVoltage,WristValue,WristPosition,WristVelocity,WristFaults,RollerCurrent,RollerVoltage,RollerValue,RollerPosition,RollerVelocity,RollerFaults,PushersState,PivotsState,navx_Pitch,navx_Roll,navx_Yaw,navx_XAcc,navx_YAcc,navx_ZAcc,navx_Temp,navx_Bar,navx_Alt,navx_XDis,navx_YDis,
1819.624525,true,true,true,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,kForward,kReverse,-87.1,2.16,2.4,0.023071289,-0.9818115,0.03161621,33.69,0.0,-14.0,-8.012329,12.716476,
1819.6516849999998,true,true,true,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,kReverse,kReverse,-87.09,2.17,2.41,0.02960205,-0.9738159,0.0847168,33.69,0.0,0.0,-8.012299,12.716507,
1819.679649,true,true,true,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,0.125,12.700000000000001,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.125,12.75,0.0,0,0,0,kReverse,kReverse,-87.1,2.15,2.39,0.13317871,-1.2874146,0.0289917,33.69,0.0,82.0,-8.012207,12.716553,
1819.7008489999998,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.700000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.13,2.14,2.38,-0.11682129,-0.85894775,0.1619873,33.69,0.0,-131.0,-8.012238,12.716751,
1819.7245999999998,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.12,2.13,2.37,0.034301758,-0.8899536,0.076416016,33.69,0.0,6.0,-8.012421,12.717041,
1819.7411269999998,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.14,2.14,2.38,-0.103759766,-0.8557129,-0.16143799,33.69,0.0,-158.0,-8.012711,12.717239,
1819.761673,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.1,2.15,2.39,-0.02368164,-0.72406006,-0.15655518,33.69,0.0,-72.0,-8.01355,12.716888,
1819.788623,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.1,2.13,2.37,0.019714355,-0.7157593,0.04736328,33.69,0.0,-4.0,-8.014481,12.71582,
1819.809673,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.12,2.1,2.34,-0.037902832,-0.7420654,-0.2109375,33.69,0.0,-93.0,-8.015015,12.715118,
1819.831176,true,true,true,0.125,12.35,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.3,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.125,12.35,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,kReverse,kReverse,-87.13,2.08,2.33,-0.0036621094,-0.75177,-0.14282227,33.69,0.0,-51.0,-8.016205,12.713074,
1819.8540329999998,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.15,2.07,2.31,0.061340332,-0.7553711,-0.036621094,33.68,0.0,26.0,-8.016846,12.711792,
1819.8810219999998,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.12,2.08,2.32,0.006958008,-0.6828613,-0.049072266,33.68,0.0,-26.0,-8.018082,12.709061,
1819.906119,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.1,2.06,2.32,0.011474609,-0.7404175,-0.10107422,33.68,0.0,-30.0,-8.019333,12.706253,
1819.927049,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.11,2.06,2.31,0.00982666,-0.8048096,-0.15240479,33.68,0.0,-41.0,-8.02002,12.704636,
1819.9490499999997,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.1,2.06,2.31,0.024780273,-0.7833252,-0.1251831,33.68,0.0,-22.0,-8.021545,12.70076,
1819.97073,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.11,2.05,2.31,0.013671875,-0.7345581,-0.0061035156,33.68,0.0,-16.0,-8.022369,12.698593,
1819.9987139999998,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.09,2.04,2.29,0.0048828125,-0.7125244,0.022277832,33.68,0.0,-20.0,-8.024094,12.694275,
1820.0238809999998,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.07,2.02,2.29,-0.020629883,-0.770874,-0.08905029,33.68,0.0,-61.0,-8.0260315,12.689774,
1820.049836,true,true,true,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.125,12.4,0.0,0,0,0,0.0,12.4,0.0,0,0,0,0.125,12.450000000000001,0.0,0,0,0,kReverse,kReverse,-87.05,2.01,2.28,-0.045043945,-0.7607422,-0.089538574,33.68,0.0,-85.0,-8.028351,12.684723,
