timer,lineLeft,lineCenter,lineRight,LeftFrontCurrent,LeftFrontVoltage,LeftFrontValue,LeftFrontPosition,LeftFrontVelocity,LeftFrontFaults,LeftRearCurrent,LeftRearVoltage,LeftRearValue,LeftRearPosition,LeftRearVelocity,LeftRearFaults,RightFrontCurrent,RightFrontVoltage,RightFrontValue,RightFrontPosition,RightFrontVelocity,RightFrontFaults,RightRearCurrent,RightRearVoltage,RightRearValue,RightRearPosition,RightRearVelocity,RightRearFaults,navx_Pitch,navx_Roll,navx_Yaw,navx_XAcc,navx_YAcc,navx_ZAcc,navx_Temp,navx_Bar,navx_Alt,navx_XDis,navx_YDis,
309.164513,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.164513,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.182107,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.182107,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.202366,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.202366,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.23371399999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.23371399999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.28274799999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.28274799999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.33122499999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.33122499999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.37715999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.37715999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.41461400000003,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.41461400000003,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.466632,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.466632,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.504355,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.504355,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.54200299999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.54200299999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.57427499999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.57427499999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.61985599999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.61985599999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.66196399999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.66196399999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.70672699999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.70672699999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.743541,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.743541,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.783895,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.783895,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.82381599999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.82381599999997,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.86900999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.86900999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.90762,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.90762,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.95057899999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.95057899999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.991419,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.991419,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.031525,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.031525,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.07228599999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.07228599999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
