timer,lineLeft,lineCenter,lineRight,LeftFrontCurrent,LeftFrontVoltage,LeftFrontValue,LeftFrontPosition,LeftFrontVelocity,LeftFrontFaults,LeftRearCurrent,LeftRearVoltage,LeftRearValue,LeftRearPosition,LeftRearVelocity,LeftRearFaults,RightFrontCurrent,RightFrontVoltage,RightFrontValue,RightFrontPosition,RightFrontVelocity,RightFrontFaults,RightRearCurrent,RightRearVoltage,RightRearValue,RightRearPosition,RightRearVelocity,RightRearFaults,navx_Pitch,navx_Roll,navx_Yaw,navx_XAcc,navx_YAcc,navx_ZAcc,navx_Temp,navx_Bar,navx_Alt,navx_XDis,navx_YDis,
56.981134999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.981134999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.052364999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.052364999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.076153999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.076153999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.101639,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.101639,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.138456999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.138456999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.179257,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.179257,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.213038999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.213038999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.24004599999999,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.24004599999999,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.276149999999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.276149999999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.300864999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.300864999999995,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.335259,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.335259,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.359625,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.359625,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.417992,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.417992,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.442721999999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.442721999999996,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.472776999999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.472776999999994,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.496272,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.496272,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
