timer,lineLeft,lineCenter,lineRight,LeftFrontCurrent,LeftFrontVoltage,LeftFrontValue,LeftFrontPosition,LeftFrontVelocity,LeftFrontFaults,LeftRearCurrent,LeftRearVoltage,LeftRearValue,LeftRearPosition,LeftRearVelocity,LeftRearFaults,RightFrontCurrent,RightFrontVoltage,RightFrontValue,RightFrontPosition,RightFrontVelocity,RightFrontFaults,RightRearCurrent,RightRearVoltage,RightRearValue,RightRearPosition,RightRearVelocity,RightRearFaults,LiftCurrent,LiftVoltage,LiftValue,LiftPosition,LiftVelocity,LiftFaults,WristCurrent,WristVoltage,WristValue,WristPosition,WristVelocity,WristFaults,RollerCurrent,RollerVoltage,RollerValue,RollerPosition,RollerVelocity,RollerFaults,PushersState,PivotsState,navx_Pitch,navx_Roll,navx_Yaw,navx_XAcc,navx_YAcc,navx_ZAcc,navx_Temp,navx_Bar,navx_Alt,navx_XDis,navx_YDis,
662.495244,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.029907227,-0.9824219,0.05645752,32.91,0.0,0.0,-0.34321594,3.7878113,
662.5129609999999,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.02911377,-0.9841919,0.05822754,32.91,0.0,0.0,-0.34321594,3.7878113,
662.5358219999999,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.030395508,-0.982605,0.057800293,32.91,0.0,-1.0,-0.34321594,3.7878113,
662.5675349999999,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.24,1.69,-177.79,0.030273438,-0.9854126,0.056030273,32.91,0.0,0.0,-0.34321594,3.7878113,
662.5942749999999,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.24,1.69,-177.79,0.028198242,-0.98413086,0.053527832,32.91,0.0,1.0,-0.34321594,3.7878113,
662.616222,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.031188965,-0.98327637,0.060424805,32.91,0.0,-2.0,-0.34321594,3.7878113,
662.635669,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.029296875,-0.98358154,0.05859375,32.91,0.0,0.0,-0.34321594,3.7878113,
662.6538439999999,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.027770996,-0.9817505,0.060180664,32.91,0.0,0.0,-0.34321594,3.7878113,
662.672453,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.026855469,-0.98443604,0.05505371,32.91,0.0,2.0,-0.34321594,3.7878113,
662.693148,true,true,true,0.125,12.8,0.0,-4595,0,0,0.125,12.8,0.0,0,0,0,0.125,12.8,0.0,-74904,0,0,0.125,12.85,0.0,0,0,0,0.0,12.8,0.0,4,0,0,0.0,12.8,0.0,0,0,0,0.125,12.9,0.0,0,0,0,kReverse,kOff,-86.23,1.68,-177.79,0.029724121,-0.9817505,0.058288574,32.91,0.0,0.0,-0.34321594,3.7878113,
